2026-07-11 11:17:20 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Cleaning up plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ServerMainLoop().main_loop()
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\main_loop\server_main_loop.py", line 298, in main_loop
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.http_server.start(components_to_start)
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\http\server\http_server.py", line 194, in start
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     tornado.ioloop.IOLoop.current().start()
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\tornado\platform\asyncio.py", line 211, in start
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.asyncio_loop.run_forever()
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\asyncio\base_events.py", line 683, in run_forever
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._run_once()
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\asyncio\base_events.py", line 2022, in _run_once
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     event_list = self._selector.select(timeout)
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\selectors.py", line 314, in select
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     r, w, _ = self._select(self._readers, self._writers, [], timeout)
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -               ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\selectors.py", line 305, in _select
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     r, w, x = select.select(r, w, w, timeout)
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -               ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - KeyboardInterrupt
2026-07-11 12:33:51 India Standard Time | INFO     | NeuroSanRunner:signal_handler:318 - Running cleanup for plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:33:51 India Standard Time | INFO     | ProcessLogBridgePlugin:cleanup:87 - [ProcessLogBridgePlugin] Cleaning up
2026-07-11 12:33:51 India Standard Time | INFO     | ProcessLogBridgePlugin:cleanup:89 - [ProcessLogBridgePlugin] Cleanup complete
2026-07-11 12:34:06 India Standard Time | INFO     | ProcessLogBridge:_ensure_root_configured:202 - Runner logging initialized (rich console enabled)
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Loading plugin: ProcessLogBridgePlugin from module: neuro_san_studio.plugins.log_bridge.process_log_bridge_plugin
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Loaded plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Initializing plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - [ProcessLogBridgePlugin] Initializing (PID=24356)
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - [ProcessLogBridgePlugin] Initialized (PID=24356)
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Validating airline_disruption agent network...
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Reading C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\deploy\logging.hocon
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Using Authorizer: neuro_san.internals.authorization.null.always_yes_authorizer.AlwaysYesAuthorizer
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - >>>>>>>>>>>> Enabling MCP service...
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Added agent airline_disruption to allowed http service list
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: ADDED network for agent airline_disruption : 2258932153856
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: HTTP server is running 1 instances on port 8080 with backlog 128
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: HTTP server idle connections timeout: 3600 seconds
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: HTTP server is shutting down after 1012444 requests
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: MCP server is running protocol 2025-06-18
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Starting StorageWatcher with 5 seconds period
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Starting RegistryStorageUpdater for ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon'] with 5 seconds period
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Registry polling watchdog started on: C:\airline-disruption-neuro-san-integrated\registries for manifest ['C:\\airline-disruption-neuro-san-integrated\\registries\\manifest.hocon'] with polling every 1 sec", "user_id": "None", "Timestamp": "2026-07-11T12:34:11.161531", "source": "HttpServer", "message_type": "Other", "request_id": "None"}
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Starting TempNetworkStorageUpdater
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Waiting for new queues to be added for processing
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Starting EventWorkMonitor with 0.500000 seconds period
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Starting PeriodicEventInitiator with 1.000000 seconds period
2026-07-11 12:34:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Found 0 periodic agent interactions
2026-07-11 12:34:21 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Start airline_disruption/streaming_chat
2026-07-11 12:34:21 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Received a airline_disruption.StreamingChat request for 'Analyze airline disruption for flight AA347. Flight status: Delayed Origin: JFK Destination: SEA Affected airport: JFK Disruption reason: Severe Thunderstorm Current delay minutes: 95 Known weather severity: HIGH Coordinate all specialist agents and return the required JSON object only.'", "user_id": "None", "Timestamp": "2026-07-11T12:34:21.142803", "source": "HttpServer", "message_type": "Other", "request_id": "request-1"}
2026-07-11 12:34:21 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Agent network 'airline_disruption' (ID: 2258932153856) used for operation: streaming_chat
2026-07-11 12:35:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.WeatherLookup
2026-07-11 12:35:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.ForecastLookup
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: time_taken_in_seconds includes overhead from Langchain and Neuro SAN
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: {"token_accounting": {"total_tokens": 2334, "prompt_tokens": 1914, "completion_tokens": 420, "successful_requests": 5, "empty_responses": 0, "total_cost": 0.0, "time_taken_in_seconds": 131.35671377182007, "caveats": ["External agent token usage is not included.", "Token counts are approximate and estimated using tiktoken."], "models": {"ollama": {"llama3.1:8b": {"total_tokens": 2334, "prompt_tokens": 1914, "completion_tokens": 420, "successful_requests": 5, "empty_responses": 0, "total_cost": 0.0, "time_taken_in_seconds": 156.9234049320221}}}}}
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Done with airline_disruption.StreamingChat request for 'Analyze airline disruption for flight AA347. Flight status: Delayed Origin: JFK Destination: SEA Affected airport: JFK Disruption reason: Severe Thunderstorm Current delay minutes: 95 Known weather severity: HIGH Coordinate all specialist agents and return the required JSON object only.'", "user_id": "None", "Timestamp": "2026-07-11T12:36:33.522002", "source": "HttpServer", "message_type": "Other", "request_id": "request-1"}
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: 200 POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) 133245.00ms
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Finish airline_disruption/streaming_chat
2026-07-11 12:36:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Stats: {'NumProcessing': 0, 'Total': 1, 'airline_disruption/streaming_chat': 1}
2026-07-11 12:44:18 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Start airline_disruption/streaming_chat
2026-07-11 12:44:18 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Received a airline_disruption.StreamingChat request for ' Analyze airline disruption for flight AA875. Flight status: DELAYED Origin: JFK Destination: BOS Affected airport: JFK Disruption reason: Severe Thunderstorm Current delay minutes: 120 Known weather severity: HIGH Coordinate all specialist agents and return the required JSON object only. '", "user_id": "None", "Timestamp": "2026-07-11T12:44:18.679741", "source": "HttpServer", "message_type": "Other", "request_id": "request-2"}
2026-07-11 12:44:18 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Agent network 'airline_disruption' (ID: 2258932153856) used for operation: streaming_chat
2026-07-11 12:45:05 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.WeatherLookup
2026-07-11 12:45:05 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.ForecastLookup
2026-07-11 12:45:42 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Start airline_disruption/streaming_chat
2026-07-11 12:45:42 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Received a airline_disruption.StreamingChat request for ' Analyze airline disruption for flight AA875. Flight status: DELAYED Origin: JFK Destination: BOS Affected airport: JFK Disruption reason: Severe Thunderstorm Current delay minutes: 120 Known weather severity: HIGH Coordinate all specialist agents and return the required JSON object only. '", "user_id": "None", "Timestamp": "2026-07-11T12:45:42.162686", "source": "HttpServer", "message_type": "Other", "request_id": "request-3"}
2026-07-11 12:45:42 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Agent network 'airline_disruption' (ID: 2258932153856) used for operation: streaming_chat
2026-07-11 12:45:48 India Standard Time | WARNING  | NeuroSan:_log:718 - NeuroSan:HttpServer: Flush: client closed connection unexpectedly.
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Request handler stream closed.
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: 200 POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) 90167.95ms
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Finish airline_disruption/streaming_chat
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Stats: {'NumProcessing': 1, 'Total': 2, 'airline_disruption/streaming_chat': 3}
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Uncaught exception POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) HTTPServerRequest(protocol='http', host='127.0.0.1:8080', method='POST', uri='/api/v1/airline_disruption/streaming_chat', version='HTTP/1.1', remote_ip='127.0.0.1')", "user_id": "None", "Timestamp": "2026-07-11T12:45:48.843593", "source": "HttpServer", "message_type": "Error", "request_id": "None"}
2026-07-11 12:45:48 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\tornado\web.py", line 1880, in _execute
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     result = await result
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -              ^^^^^^^^^^^^
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\http\handlers\streaming_chat_handler.py", line 159, in post
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     raise tornado.iostream.StreamClosedError()
2026-07-11 12:45:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - tornado.iostream.StreamClosedError: Stream is closed
2026-07-11 12:46:11 India Standard Time | WARNING  | NeuroSan:_log:718 - NeuroSan:HttpServer: Flush: client closed connection unexpectedly.
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Request handler stream closed.
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: 200 POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) 29133.49ms
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Finish airline_disruption/streaming_chat
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Stats: {'NumProcessing': 0, 'Total': 3, 'airline_disruption/streaming_chat': 3}
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Uncaught exception POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) HTTPServerRequest(protocol='http', host='127.0.0.1:8080', method='POST', uri='/api/v1/airline_disruption/streaming_chat', version='HTTP/1.1', remote_ip='127.0.0.1')", "user_id": "None", "Timestamp": "2026-07-11T12:46:11.294376", "source": "HttpServer", "message_type": "Error", "request_id": "None"}
2026-07-11 12:46:11 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\tornado\web.py", line 1880, in _execute
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     result = await result
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -              ^^^^^^^^^^^^
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\http\handlers\streaming_chat_handler.py", line 159, in post
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     raise tornado.iostream.StreamClosedError()
2026-07-11 12:46:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - tornado.iostream.StreamClosedError: Stream is closed
2026-07-11 12:46:24 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Start airline_disruption/streaming_chat
2026-07-11 12:46:24 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Received a airline_disruption.StreamingChat request for 'Analyze airline disruption for flight AA875. Return JSON only.'
2026-07-11 12:46:24 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Agent network 'airline_disruption' (ID: 2258932153856) used for operation: streaming_chat
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: time_taken_in_seconds includes overhead from Langchain and Neuro SAN
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: {"token_accounting": {"time_taken_in_seconds": 8.546029567718506, "caveats": ["External agent token usage is not included.", "Token counts are approximate and estimated using tiktoken."], "models": {}}}
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Done with airline_disruption.StreamingChat request for 'Analyze airline disruption for flight AA875. Return JSON only.'
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: 200 POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) 9016.34ms
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Finish airline_disruption/streaming_chat
2026-07-11 12:46:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Stats: {'NumProcessing': 0, 'Total': 4, 'airline_disruption/streaming_chat': 4}
2026-07-11 12:56:47 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:56:47 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:56:47 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:56:48 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:56:48 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:56:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 2, added 0, deleted 0
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
